FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
678.0,32493,CALLE FERMIN MORIN,1.0,3000.0,E0713,375812.198752,3149513.16028,-16.2685113114,28.4662933521
679.0,20116,AVDA TRES DE MAYO,3.0,120.0,E0693,376553.668884,3148633.17412,-16.2608448389,28.4584223366
680.0,59474,CTRA GENERAL DE GENETO,1.0,3200.0,E0292,371015.69,3146857.686,-16.3171975365,28.4418638732
681.0,40403,CTRA TAGANANA,1.0,3000.0,E0714,381264.705,3159532.492,-16.2138623359,28.5572216506
682.0,10499,CALLE MAYANTIGO,1.0,3200.0,E0715,372715.39,3144286.984,-16.2995602862,28.4188317045
683.0,42286,CMNO DE TABORNO,1.0,3000.0,E0716,376301.432312,3159528.64389,-16.2645928192,28.556723751
684.0,11154,CALLE COMADRONA DOLORES DABAN,1.0,3000.0,E0717,372606.383,3147111.499,-16.3009847472,28.4443106102
685.0,10369,CALLE EL CAMBULLON,1.0,3200.0,E0718,370546.893,3145998.154,-16.32188745,28.4340607789
686.0,21425,CALLE RAMON GIL ROLDAN,1.0,3000.0,E0387,375937.283763,3149775.01285,-16.2672620896,28.4686683391
687.0,31025,CALLE PINTOR RIBERA,1.0,3000.0,E0719,376099.046,3149521.225,-16.2655827763,28.466393422
688.0,56472,CALLE SUBIDA AL MAYORAZGO,1.0,3000.0,E0720,373999.776354,3147180.73028,-16.2867654882,28.4450706586
689.0,44834,CALLE JUAN RAMON JIMENEZ,1.0,3000.0,E0721,375939.994686,3148723.76074,-16.2671212236,28.4591816056
690.0,22347,CALLE GARACHICO,1.0,3000.0,E0722,374929.9,3150153.858,-16.2775912432,28.471990945
691.0,10121,AVDA LA CONSTITUCION,3.0,120.0,E0048,376965.415444,3147950.21848,-16.2565673219,28.4522978985
692.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,E0723,371460.624384,3146961.37696,-16.3126663669,28.4428435104
693.0,50943,CALLE DONIS,1.0,3000.0,E0724,370896.489,3146603.377,-16.3183861032,28.4395571227
