FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
212.0,51374,CALLE BARRANCO GRANDE,1.0,3000.0,P0219,371815.850141,3146192.18813,-16.30895406,28.4359370169
213.0,51374,CALLE BARRANCO GRANDE,1.0,3000.0,P0220,371633.542627,3146469.08438,-16.3108460998,28.4384179119
214.0,50703,CALLE SAUCE,1.0,3000.0,P0221,372109.52,3146890.38,-16.3060332777,28.4422665562
215.0,10024,CALLE EL ACEBO,1.0,3000.0,P0222,371833.743977,3146553.77964,-16.3088115399,28.4392019041
216.0,10477,CALLE EL PAPITO,1.0,3000.0,P0223,370989.311527,3146728.39076,-16.3174523981,28.4406944645
217.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,P0224,370667.98,3146713.8,-16.3207314737,28.4405309927
218.0,50823,CALLE BELLOTERO,1.0,3000.0,P0225,370506.204277,3146736.66048,-16.3223857236,28.4407212527
219.0,50974,CALLE GANSO,1.0,3000.0,P0226,370568.501961,3146596.39119,-16.3217339447,28.439461599
220.0,51602,CALLE REINETA,1.0,3000.0,P0227,371385.128915,3146552.92,-16.3133916373,28.4391500206
221.0,52385,CALLE BIGUIPALA,1.0,3000.0,P0228,370964.29281,3145478.50817,-16.317568078,28.4294126425
222.0,52385,CALLE BIGUIPALA,1.0,3000.0,P0229,370817.98,3145370.01,-16.3190495942,28.4284190533
223.0,52636,CALLE MANDRAGORA,2.0,3000.0,P0230,370912.349751,3145538.9195,-16.3181051029,28.4299526807
224.0,52307,CALLE ALTAMIRA,1.0,3000.0,P0232,370640.38,3145539.53,-16.3208816309,28.4299312759
225.0,01101,CALLE URBANIZACION ALDEAS INFANTILES,1.0,3000.0,P0233,368639.501009,3145396.19341,-16.3412915909,28.4284380237
226.0,52427,CALLE CAPUCHINA,1.0,3000.0,P0234,369109.595853,3145028.01317,-16.3364508929,28.4251626685
227.0,52795,CALLE ZARZAMORA,1.0,3000.0,P0235,369351.84322,3145061.84707,-16.3339818155,28.4254922498
228.0,10289,CALLE NISAMAR,1.0,3000.0,P0236,373103.511057,3144984.76173,-16.2956751275,28.4251665035
229.0,10289,CALLE NISAMAR,1.0,3000.0,P0237,373140.469175,3144965.93019,-16.2952957772,28.42500015
230.0,10558,CALLE JUSTO NICOMEDES GONZALEZ DIAZ,1.0,3000.0,P0238,370725.874147,3144740.97121,-16.319919431,28.4227332846
231.0,52242,CALLE RODODENDRO,1.0,3000.0,P0239,370623.211947,3144673.09073,-16.3209598027,28.4221105442
232.0,52242,CALLE RODODENDRO,1.0,3000.0,P0240,370679.459453,3144621.92881,-16.3203799015,28.4216544117
233.0,51014,CALLE HALCON,1.0,3000.0,P0241,371405.784966,3146866.3857,-16.3132156868,28.4419808754
234.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,P0242,370465.07063,3146637.05528,-16.3227945036,28.4398183038
235.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,P0243,370137.678747,3146569.96059,-16.3261295028,28.4391802908
236.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,P0244,369971.66,3146747.35,-16.3278444738,28.4407645757
237.0,52095,CALLE SAN FRANCISCO DE PAULA (LLANO DEL MORO),1.0,3000.0,P0245,369420.428178,3147085.42977,-16.3335106523,28.4437604646
238.0,52137,"CALLE LA ZAPATERA, (LLANO DEL MORO)",1.0,3000.0,P0246,369806.738546,3147705.03901,-16.3296363727,28.4493905797
239.0,52137,"CALLE LA ZAPATERA, (LLANO DEL MORO)",1.0,3000.0,P0247,369961.19756,3147613.10268,-16.3280488962,28.4485763246
240.0,10495,CALLE 122,1.0,3000.0,P0248,369889.152499,3147473.47321,-16.3287687563,28.4473090886
241.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,P0249,369376.443969,3146924.93092,-16.3339415557,28.4423076802
242.0,52547,CALLE GIRASOL,1.0,3000.0,P0251,370974.136385,3145321.43723,-16.3174500325,28.4279961543
243.0,51455,CALLE LOS DESAMPARADOS,1.0,3000.0,P0252,371110.753446,3145639.38175,-16.316090873,28.4308788844
244.0,51617,CALLE ROSADO,1.0,3000.0,P0253,371494.96711,3146126.5677,-16.3122227495,28.435313289
245.0,57274,CTRA GENERAL DEL SUR,1.0,3000.0,P0254,371614.43,3145941.4,-16.3109825227,28.433654024
246.0,51834,CALLE RUISEÑOR,1.0,3000.0,P0255,371828.271808,3146069.74,-16.3088136431,28.4348332207
247.0,10109,CALLE ROBERTO SANCHEZ SUAREZ,2.0,3000.0,P0256,372709.621799,3146999.52341,-16.2999183053,28.4433101738
248.0,57862,CALLE SAN BORONDON,1.0,3000.0,P0257,372750.44,3147137.55,-16.2995167753,28.4445597588
249.0,50115,CALLE LOS ESTUDIANTES,1.0,3000.0,P0258,372270.758745,3147222.72335,-16.3044238393,28.4452815331
250.0,50533,CALLE DOCTOR JOSE SAEZ Y SAENZ DIEZ,2.0,3000.0,P0259,372254.599448,3146508.90685,-16.3045097842,28.4388382108
251.0,10042,CALLE EL BUHO,2.0,3000.0,P0260,371961.989996,3146212.4872,-16.3074643223,28.4361345442
252.0,57274,CTRA GENERAL DEL SUR,1.0,3000.0,P0261,370674.619751,3144557.34463,-16.3204220721,28.4210711033
253.0,52315,CALLE AMAPOLA,1.0,3000.0,P0262,370475.972017,3144359.8523,-16.3224276887,28.419269186
254.0,52772,CALLE TULIPAN,1.0,3000.0,P0263,370597.630974,3144440.78391,-16.3211949015,28.4200115963
255.0,52226,CALLE PARTE CAMINOS,1.0,3000.0,P0264,370768.47,3144740.14,-16.3194845188,28.4227299984
256.0,52211,CALLE ORQUIDEA,1.0,3000.0,P0265,370736.320721,3145051.52121,-16.3198475581,28.4255368251
257.0,59176,CALLE CIGARRILLOS,2.0,3000.0,P0266,371135.726684,3145202.76775,-16.3157871863,28.4269411954
258.0,52211,CALLE ORQUIDEA,1.0,3000.0,P0267,370802.268546,3145001.77804,-16.3191687777,28.4250944515
259.0,52184,CALLE EL HUMILLADERO,1.0,3000.0,P0268,370277.094031,3145097.07982,-16.3245405876,28.4259024287
260.0,52717,CALLE PETUNIA,1.0,3000.0,P0269,369787.94512,3144297.18439,-16.3294437637,28.4186352554
261.0,10847,CALLE EL GARABATO,1.0,3000.0,P0270,370575.779541,3147196.6231,-16.3217269845,28.444878995
262.0,56402,CALLE CHINAMADA,1.0,3000.0,P0271,372053.323846,3145120.61146,-16.3064108291,28.4262900057
263.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,P0272,372391.310013,3144943.63939,-16.3029409648,28.4247260082
264.0,10540,CALLE LOS CALADOS,1.0,3200.0,P0273,372534.169481,3145035.7285,-16.3014927821,28.4255710071
265.0,10178,RBLA BENTACAYSE,1.0,3200.0,P0274,372651.803382,3144905.05872,-16.30027752,28.4244032657
266.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,P0275,372827.29,3145201.24361,-16.2985187314,28.4270932576
267.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,P0276,372403.378276,3144729.64996,-16.302794122,28.4227960621
268.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,P0277,372455.614055,3144560.57329,-16.30224222,28.4212753483
269.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,P0278,372648.558143,3144592.45688,-16.3002761722,28.4215819035
270.0,10559,RBLA AÑAZA,1.0,3200.0,P0279,372828.055539,3145091.67319,-16.298498847,28.426104524
271.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,P0280,372603.23,3145235.82,-16.3008098666,28.4273834508
272.0,20774,CALLE LUIS BRAILLE,1.0,3200.0,P0281,372916.413379,3144751.78227,-16.2975594425,28.4230458087
273.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,P0282,373043.300396,3144986.5752,-16.2962899782,28.4251770176
274.0,10660,CALLE GABINO JIMENEZ,1.0,3200.0,P0283,372167.402571,3144239.65215,-16.3051487439,28.4183510576
275.0,10541,CALLE CATAIXA,3.0,3200.0,P0284,372035.119831,3144210.04181,-16.3064957593,28.418070892
276.0,10747,CALLE IBAUTE,1.0,3200.0,P0285,371731.84,3144036.1,-16.3095722068,28.4164714342
277.0,10499,CALLE MAYANTIGO,1.0,3200.0,P0286,372378.057985,3144053.75252,-16.3029779049,28.4166940196
278.0,54612,CALLE COLUMBRETE,1.0,3200.0,P0287,372120.41117,3144999.76533,-16.3057125891,28.4252060147
279.0,10744,CALLE TAMARAN,1.0,3200.0,P0288,372165.516671,3145118.00334,-16.3052652295,28.4262774555
280.0,56007,CALLE GUAYRE,1.0,3200.0,P0289,372208.641577,3145215.43874,-16.3048357777,28.4271609704
281.0,58207,CALLE TANO,1.0,3200.0,P0290,371943.98,3145193.5,-16.3075351403,28.4269370624
282.0,56804,CALLE ATAMAN,1.0,3200.0,P0291,371909.892991,3145175.95251,-16.3078811695,28.4267753645
283.0,56804,CALLE ATAMAN,1.0,3200.0,P0292,371890.622991,3145347.944,-16.3080969722,28.4283255895
284.0,58401,CALLE CHACERQUEN,1.0,3200.0,P0293,372018.15,3145348.47,-16.306795158,28.4283428405
285.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,P0294,371950.111799,3145554.77016,-16.3075126174,28.4301979
286.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,P0295,371916.72344,3145512.22016,-16.3078487505,28.4298106385
287.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,P0296,371832.743449,3145394.26126,-16.3086929835,28.4287378942
288.0,10312,CALLE PUNTA DE RASCA,1.0,3200.0,P0297,371738.163121,3145524.8428,-16.3096730286,28.4299070233
289.0,10316,CALLE PUNTA DEL DRAGO,1.0,3200.0,P0298,371923.596636,3145736.3128,-16.307803449,28.4318336072
290.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,P0299,371605.43,3145091.3,-16.3109798486,28.4259815326
291.0,57274,CTRA GENERAL DEL SUR,1.0,3200.0,P0300,372109.67199,3146337.50502,-16.3059704403,28.4372772268
292.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,P0302,371798.017169,3146436.19448,-16.3091632325,28.4381372657
293.0,50653,CALLE PETREL,1.0,3200.0,P0303,371750.619609,3146555.37605,-16.3096603871,28.4392081462
294.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,P0304,371668.297108,3146582.32175,-16.3105038669,28.4394432225
295.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,P0305,371799.648664,3147261.44493,-16.3092382853,28.4455847734
296.0,10325,CALLE LA BREGA,1.0,3200.0,P0306,371690.46,3147236.69,-16.3103503748,28.4453506452
297.0,10585,CALLE VOLCAN DE LAS ARENAS,1.0,3200.0,P0307,371592.642011,3147166.5121,-16.3113413055,28.4447077148
298.0,50951,CALLE FAISAN,1.0,3200.0,P0308,371322.762509,3147034.52899,-16.3140820927,28.4434900732
299.0,59474,CTRA GENERAL DE GENETO,1.0,3200.0,P0309,371072.676164,3146999.84557,-16.3166316037,28.4431523972
300.0,51196,CALLE ROBIN,1.0,3200.0,P0310,371151.064134,3146812.59147,-16.3158103482,28.4414702969
301.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,P0311,371227.841482,3146743.92421,-16.3150187998,28.4408581983
302.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,P0312,371306.02749,3146827.45956,-16.3142298568,28.4416197604
303.0,40781,CALLE LA ASOMADITA,1.0,3200.0,P0313,370898.959023,3146976.63198,-16.3184026548,28.4429257378
304.0,10276,CALLE LOMO SAN PEDRO,1.0,3200.0,P0314,370860.704005,3146272.15706,-16.3187143843,28.4365645485
305.0,10276,CALLE LOMO SAN PEDRO,1.0,3200.0,P0315,370813.59959,3146108.26917,-16.3191769424,28.4350809111
306.0,10270,AVDA LITRE,1.0,3200.0,P0316,370682.209268,3146213.9629,-16.3205301765,28.4360217167
307.0,10348,CALLE EL PICHE,1.0,3200.0,P0317,370508.108286,3146312.99157,-16.3223187353,28.4368981243
308.0,10348,CALLE EL PICHE,1.0,3200.0,P0318,370462.65649,3146135.35499,-16.3227628286,28.435290568
309.0,10369,CALLE EL CAMBULLON,1.0,3200.0,P0319,370634.826,3145965.526,-16.3209860763,28.4337750494
310.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,P0320,370739.278783,3146009.25201,-16.3199246078,28.4341799923
311.0,10217,CALLE EL TRAILER,1.0,3200.0,P0321,370575.23,3146118.2915,-16.3216116282,28.4351477467
312.0,10768,AVDA CERCADO CORAZON,1.0,3200.0,P0322,370503.860171,3145752.3556,-16.3222991972,28.4318383498
313.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,3200.0,P0323,386942.482927,3155811.52837,-16.1554603347,28.5241475339
314.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,3200.0,P0324,387061.889667,3156058.19733,-16.1542644405,28.5263840366
315.0,40643,CALLE PIMENTEL,1.0,3200.0,P0325,383606.562664,3154404.12977,-16.1894053088,28.5111520003
316.0,10097,AVDA MARITIMA DE SAN ANDRES,1.0,3200.0,P0327,383315.136773,3153581.23984,-16.1922992991,28.5036995974
317.0,10097,AVDA MARITIMA DE SAN ANDRES,1.0,3200.0,P0328,383265.16,3153545.46,-16.1928062445,28.5033722157
318.0,53172,CTRA SAN ANDRES-TAGANANA,1.0,3200.0,P0329,383261.56549,3153640.48185,-16.1928526133,28.504229434
319.0,40755,CALLE TRINQUETE,1.0,3200.0,P0330,383462.736328,3153729.51023,-16.1908064039,28.5050509109
320.0,10278,AVDA PLAYA LOS PESCADITOS,1.0,3200.0,P0331,380055.354344,3152613.66487,-16.2255010594,28.4946713888
321.0,40175,CALLE MARIA JIMENEZ,1.0,3200.0,P0332,379943.518056,3152817.74892,-16.2266647983,28.4965028535
322.0,10388,AVDA NUESTRA SEÑORA DEL CARMEN,1.0,3200.0,P0333,378917.156873,3151832.94496,-16.237045909,28.4875204251
323.0,10433,CALLE PUNTA DE TENO,1.0,3200.0,P0334,371888.049398,3145597.64699,-16.3081509576,28.4305787488
324.0,51022,CALLE IRIS,1.0,3200.0,P0335,371303.30655,3146899.47409,-16.3142656712,28.4422693749
325.0,10524,AVDA DE ANAGA,1.0,3200.0,P0336,378552.95,3151168.17,-16.2406959847,28.4814872382
326.0,10563,AVDA JOSE MARTI,1.0,3200.0,P0337,378320.056776,3151062.22743,-16.2430635521,28.4805094286
327.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,P0338,378078.505279,3151296.31664,-16.2455555173,28.4825993929
328.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,P0339,378146.08323,3151220.74475,-16.2448572726,28.4819237145
329.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,P0340,378288.859392,3151029.83614,-16.2433787739,28.4802141989
330.0,10206,CALLE DOCTOR FRANCISCO TRUJILLO CASTRO,1.0,3200.0,P0341,377998.552,3151287.87,-16.2463712698,28.4825156821
331.0,10400,CALLE FERNANDO H. GUZMAN,1.0,3200.0,P0342,377996.388221,3151023.50872,-16.2463653558,28.4801297465
332.0,10400,CALLE FERNANDO H. GUZMAN,1.0,3200.0,P0343,377872.844221,3150861.05694,-16.2476099809,28.478652125
333.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,P0344,377783.810259,3150893.48403,-16.2485227866,28.4789364167
334.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,P0345,377895.812661,3150806.25331,-16.2473695771,28.4781597009
335.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,P0346,377999.961208,3150845.61052,-16.2463100122,28.4785246351
336.0,10555,CALLE ELIAS RAMOS GONZALEZ,1.0,3200.0,P0347,378074.974743,3150887.9763,-16.2455483348,28.4789139866
337.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,P0348,378138.953528,3151049.26422,-16.2449119446,28.4803755178
338.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,P0349,378051.818572,3151030.38493,-16.2457999283,28.4801969896
339.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,P0350,378202.4,3150785.03,-16.2442359604,28.4779968607
340.0,54844,CALLE PEDRO PEREZ DIAZ,1.0,3200.0,P0351,377715.142824,3150555.97425,-16.2491882931,28.4758841135
341.0,10547,PZTA DOCTOR PABLOS ABRIL,1.0,3200.0,P0352,378012.664241,3150687.03333,-16.2461634681,28.4770947408
342.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,P0353,377908.439412,3150201.39657,-16.2471764872,28.4727023407
343.0,11117,CALLE NUMANCIA,1.0,3000.0,P0356,377183.064992,3150036.54006,-16.2545672213,28.4711464484
344.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,P0357,377342.677532,3150052.95818,-16.2529388578,28.4713096422
345.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,P0358,377545.858902,3150291.06399,-16.2508890902,28.4734775337
346.0,10114,CALLE LA ROSA,1.0,3200.0,P0359,377688.743725,3150075.09568,-16.2494068493,28.4715419394
347.0,10114,CALLE LA ROSA,1.0,3200.0,P0360,377627.173467,3149949.22832,-16.2500222936,28.4704002685
348.0,10041,CALLE LA MARINA,1.0,3200.0,P0361,377847.237401,3149865.92536,-16.247765974,28.469669138
349.0,10041,CALLE LA MARINA,1.0,3200.0,P0362,377867.182037,3150034.73483,-16.2475801813,28.4711944324
350.0,30092,AVDA VEINTICINCO DE JULIO,1.0,3200.0,P0364,377044.032002,3149888.04558,-16.2559713043,28.4697932536
351.0,30084,CALLE PEREZ DE ROZAS,1.0,3200.0,P0365,376976.546584,3149782.89212,-16.256649289,28.4688379296
352.0,30084,CALLE PEREZ DE ROZAS,1.0,3200.0,P0366,376690.600578,3149826.45582,-16.2595742298,28.469204055
353.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,P0367,376811.621664,3149923.60374,-16.2583486637,28.4700922069
354.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,P0368,376917.686567,3149941.77243,-16.257267384,28.4702661886
355.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,P0369,377022.414831,3149959.52014,-16.2561997063,28.4704362366
356.0,11141,CALLE ROBAYNA,1.0,3200.0,P0370,376953.599295,3149898.26324,-16.2568959658,28.4698769304
357.0,11187,CALLE VIERA Y CLAVIJO,1.0,3200.0,P0371,376987.237872,3150043.9264,-16.2565679772,28.4711946417
358.0,30061,CALLE JESUS Y MARIA,1.0,3200.0,P0372,376948.020845,3149725.68875,-16.2569345036,28.4683190057
359.0,30014,CALLE ALVAREZ DE LUGO,1.0,3200.0,P0373,376862.34553,3149803.68221,-16.2578178116,28.4690147681
360.0,30014,CALLE ALVAREZ DE LUGO,1.0,3200.0,P0374,376837.586386,3149659.23673,-16.2580552272,28.4677088818
361.0,32624,CALLE VELAZQUEZ,1.0,3200.0,P0375,376335.116234,3149357.66922,-16.2631543708,28.4649398282
362.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,P0376,376511.640836,3149520.24236,-16.2613690725,28.4664236973
363.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,P0377,376949.910048,3149474.2424,-16.2568883544,28.4660500066
364.0,10973,CALLE ALFARO,1.0,3200.0,P0378,377144.349608,3149481.51846,-16.2549034294,28.4661340051
365.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,P0379,376422.02,3148993.83857,-16.2622278661,28.4616646826
366.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,P0380,376408.963053,3148931.05435,-16.2623544704,28.4610968498
367.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,P0381,376406.343261,3148841.82138,-16.2623716542,28.4602913195
368.0,20302,CALLE TOME CANO,1.0,3200.0,P0382,376451.055416,3148670.31333,-16.2618966754,28.4587477829
369.0,20492,CALLE GONGORA,1.0,3200.0,P0383,376714.035675,3149090.13289,-16.259256106,28.4625613301
370.0,20573,GTA PEDRO DE MENDOZA,1.0,3200.0,P0384,376918.608596,3148862.77356,-16.2571427073,28.460528849
371.0,20445,CALLE CALDERON DE LA BARCA,1.0,3200.0,P0385,376797.42568,3148834.32147,-16.2583771727,28.4602606405
372.0,20364,CALLE JUAN SEBASTIAN ELCANO,1.0,3200.0,P0386,376670.456036,3148802.26063,-16.2596703385,28.4599593065
373.0,20364,CALLE JUAN SEBASTIAN ELCANO,1.0,3200.0,P0387,376456.584174,3148748.12791,-16.2618485581,28.4594505438
374.0,20267,CALLE FRAGATA DANMARK,1.0,3200.0,P0388,376354.832335,3148667.93031,-16.2628790213,28.4587171588
375.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,P0389,376334.492725,3148613.46098,-16.2630808793,28.4582236724
376.0,20116,AVDA TRES DE MAYO,1.0,3200.0,P0390,376807.649646,3148642.55527,-16.2582522701,28.4585310112
377.0,20116,AVDA TRES DE MAYO,1.0,3200.0,P0391,377002.237995,3148722.23349,-16.2562736941,28.4592684335
378.0,20116,AVDA TRES DE MAYO,1.0,3200.0,P0392,376897.523367,3148693.8225,-16.2573399819,28.4590021586
379.0,20341,AVDA DEL CARMEN,1.0,3200.0,P0393,376585.932023,3148647.70646,-16.2605169341,28.458556537
380.0,20027,CALLE ALVARO RODRIGUEZ LOPEZ,1.0,3200.0,P0394,376880.650547,3148586.27029,-16.2575007946,28.45802996
381.0,20623,CALLE JOSE HERNANDEZ ALFONSO,1.0,3200.0,P0395,377318.5597,3148988.09762,-16.2530717853,28.4616975236
382.0,20712,AVDA SAN SEBASTIAN,1.0,3200.0,P0396,377629.095457,3149155.23078,-16.249918332,28.4632349987
383.0,10071,CALLE VICTOR ZURITA SOLER,1.0,3200.0,P0397,377545.571108,3148800.07625,-16.2507335602,28.4600220556
384.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,P0398,376103.295065,3148891.75721,-16.2654717035,28.4607132096
385.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,P0399,375878.594806,3149158.57922,-16.2677950524,28.46309977
386.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3000.0,P0400,375792.314515,3149261.66617,-16.2686872669,28.464021859
387.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,P0402,376105.39078,3148842.62403,-16.2654450205,28.4602700073
388.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,P0403,376170.36104,3148766.10104,-16.264773333,28.4595855975
389.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,P0404,375805.680526,3149200.89898,-16.2685442213,28.4634747408
390.0,31137,CALLE AZORIN,1.0,3200.0,P0405,376121.587924,3148705.81494,-16.2652649135,28.4590369149
391.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,P0407,375802.756572,3148596.93706,-16.2685089958,28.4580240274
392.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,P0408,375741.923592,3148697.53238,-16.269141043,28.4589260526
393.0,32686,CALLE GANIVET,1.0,3200.0,P0409,375772.355712,3148847.09831,-16.2688464003,28.4602787046
394.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,P0410,375647.063119,3148844.66405,-16.2701256033,28.460244796
395.0,32791,CALLE MASCA,1.0,3200.0,P0412,375214.135162,3149094.14445,-16.274573593,28.4624548664
396.0,31346,CALLE CAMINO DEL HIERRO,1.0,3200.0,P0413,375105.883135,3148966.50658,-16.275665231,28.4612926427
397.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,P0414,375189.937547,3148858.88107,-16.2747952205,28.4603294293
398.0,44254,CALLE TIO PINO,1.0,3200.0,P0415,375424.472817,3148730.57891,-16.2723863225,28.4591939965
399.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,P0416,375224.54,3148919.34,-16.2744484125,28.4608783488
400.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,P0417,375387.721081,3149046.07198,-16.2727957326,28.462037638
401.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,P0418,375554.26045,3149185.5234,-16.2711100948,28.4633120146
402.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,P0419,375661.387791,3149274.69468,-16.2700257203,28.4641269563
403.0,31296,CALLE MANUEL DE FALLA,1.0,3200.0,P0420,375542.051815,3149266.98356,-16.2712435689,28.4640459829
404.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,3200.0,P0421,375314.081615,3149277.04737,-16.2735727289,28.4641150244
405.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,3200.0,P0422,375174.14,3149309.61,-16.2750053642,28.464395495
406.0,32833,CALLE JUAN DE AGUILAR,1.0,3200.0,P0423,374999.788342,3149802.3399,-16.2768393346,28.4688253997
407.0,22212,CALLE LORENZO TOLOSA,1.0,3200.0,P0424,374829.586257,3149847.94643,-16.2785824976,28.469220642
408.0,22301,CALLE SAN JUAN DE LA RAMBLA,1.0,3200.0,P0425,374919.1,3149967.52,-16.2776813086,28.470308316
409.0,22301,CALLE SAN JUAN DE LA RAMBLA,1.0,3200.0,P0426,375065.223781,3149948.1781,-16.276186884,28.4701477786
410.0,21971,CALLE ICOD,1.0,3200.0,P0427,375208.766606,3149912.66923,-16.2747170705,28.4698410799
411.0,32237,CALLE ELADIO ROCA Y SALAZAR,1.0,3000.0,P0429,375071.667081,3149508.24875,-16.2760733746,28.4661782837
412.0,82086,CALLE LEOPOLDO DE LA ROSA OLIVERA,2.0,3000.0,P0430,375271.728358,3149589.78017,-16.2740391013,28.466933213
413.0,32253,CALLE JOSE RODRIGUEZ MOURE,1.0,3200.0,P0431,375348.986234,3149543.78974,-16.2732451337,28.4665255635
414.0,32245,CALLE FRANCISCO DE AGUILAR Y AGUILAR,1.0,3200.0,P0432,375212.112529,3149386.36202,-16.2746258933,28.4650917736
415.0,32276,CALLE JUAN RUMEU GARCIA,1.0,3200.0,P0433,375335.963885,3149363.23151,-16.2733585875,28.4648948807
416.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0434,375144.97535,3148120.86737,-16.2751744286,28.4536649583
417.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0435,375273.152121,3148293.45667,-16.2738842663,28.4552347445
418.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0436,374869.37717,3148193.67272,-16.2779965072,28.4542955795
419.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0437,374706.97,3148146.21,-16.2796497228,28.4538516664
420.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0438,374400.29605,3147826.02434,-16.2827463396,28.4509326828
421.0,43413,CALLE ANTONIO JOSE MELO Y NOVO,1.0,3200.0,P0439,374001.456362,3148334.88082,-16.2868744468,28.455486357
422.0,44471,CALLE CONDE DE PALLASAR,1.0,3200.0,P0440,374055.842491,3148490.88894,-16.2863361385,28.4568994907
423.0,44471,CALLE CONDE DE PALLASAR,1.0,3200.0,P0441,374091.710173,3148419.14215,-16.2859620416,28.4562554808
424.0,43227,AVDA PRINCIPES DE ESPAÑA,1.0,3200.0,P0442,374629.968765,3148348.76568,-16.2804580225,28.4556722188
425.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,P0443,372496.547676,3144538.17898,-16.3018218992,28.4210772492
426.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,P0444,378067.46699,3150776.55761,-16.2456132181,28.4779077835
427.0,11119,CALLE UNION ARTISTICA EL CABO,1.0,3200.0,P0445,376904.324761,3148385.72091,-16.2572376252,28.4562223343
428.0,11119,CALLE UNION ARTISTICA EL CABO,1.0,3200.0,P0446,376954.207017,3148372.20629,-16.2567268109,28.4561050779
