FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
429.0,10501,AVDA MANUEL HERMOSO ROJAS,1.0,3200.0,P0447,377010.288482,3148285.43525,-16.256144879,28.4553273002
430.0,11074,CALLE CELIA CRUZ,1.0,3200.0,P0448,377106.884676,3148306.89078,-16.2551607836,28.4555300302
431.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0449,374845.65,3148080.47364,-16.278226502,28.4532717446
432.0,10806,AVDA MARITIMA,1.0,3200.0,P0450,377798.158914,3149169.40154,-16.2481933269,28.4633787377
433.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,P0451,378143.486073,3150924.20698,-16.2448524143,28.4792473596
434.0,57622,CALLE GALDAR,1.0,3200.0,P0452,378200.31387,3151112.91452,-16.2442919527,28.4809556685
435.0,40933,CTRA TAHODIO,1.0,3200.0,P0453,378012.91,3151456.76,-16.2462425135,28.4840411769
436.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,1.0,3200.0,P0457,376869.329949,3148466.94053,-16.2576036497,28.4569519987
437.0,10170,CALLE LA BERLINA,2.0,3200.0,P0458,371363.904778,3147295.80837,-16.3136911675,28.445852
438.0,10559,RBLA AÑAZA,1.0,3200.0,P0459,372680.452205,3144764.223,-16.2999695364,28.4231351001
439.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,P0460,377125.588943,3149795.87561,-16.2551285489,28.4689691551
440.0,11125,CALLE PI Y MARGALL,1.0,3000.0,P0461,377267.876622,3149695.68062,-16.2536647306,28.4680783476
441.0,11164,CALLE SAN CLEMENTE,1.0,3000.0,P0462,377407.791869,3149838.80443,-16.2522510573,28.4693831344
442.0,41824,PLAZA AFUR,1.0,3000.0,P0463,377914.905556,3159367.27898,-16.2480840505,28.5554201757
443.0,10524,AVDA DE ANAGA,1.0,3000.0,P0464,378382.615314,3150949.85954,-16.2424127177,28.4795012012
444.0,10522,CTRA EL BAILADERO,1.0,3000.0,P0465,382157.076621,3158741.77449,-16.2046598116,28.5501670373
445.0,40821,CTRA LOS CAMPITOS,1.0,3000.0,P0466,376624.111802,3151447.52502,-16.2604269385,28.4838270638
446.0,40821,CTRA LOS CAMPITOS,1.0,3000.0,P0467,375516.045514,3152432.15237,-16.2718513351,28.4926073562
447.0,10484,PLAYA PLAYA CHICA,1.0,3000.0,P0468,385162.686939,3154864.72745,-16.1735523089,28.5154470109
448.0,95825,CSRIO CASAS DE LA CUMBRE,1.0,3000.0,P0469,379280.807915,3157314.22138,-16.2339070248,28.5370200646
449.0,40403,CTRA TAGANANA,1.0,3000.0,P0470,381012.313,3159741.569,-16.2164638224,28.5590853737
450.0,30946,CALLE DIEGO CROSA,1.0,3000.0,P0472,375980.384842,3149683.45297,-16.2668120573,28.4678461612
451.0,54917,CALLE DOCTOR MANUEL PAREJO MORENO,1.0,3000.0,P0473,376632.281574,3150174.71626,-16.2602071238,28.4723414082
452.0,22316,CALLE ARONA,1.0,3000.0,P0474,374801.313343,3150080.24882,-16.2788964868,28.4713143212
453.0,20596,AVDA BUENOS AIRES,1.0,3000.0,P0475,377491.046033,3148906.87986,-16.2513017163,28.4609807871
454.0,20065,CALLE FOMENTO,1.0,3200.0,P0476,377292.014943,3148604.36614,-16.2533020059,28.458232033
455.0,30304,AVDA ISLAS CANARIAS,1.0,3200.0,P0477,375774.6446,3149427.69143,-16.2688856146,28.4655184643
456.0,22204,CALLE GRANADILLA,1.0,3000.0,P0478,374711.752634,3149878.86123,-16.2797892526,28.469488311
457.0,21963,CALLE GUIA DE ISORA,1.0,3000.0,P0479,375329.341453,3150232.83025,-16.2735203247,28.4727418891
458.0,10370,CALLE DOCTOR ASIN GAVIN,1.0,3000.0,P0480,377997.867372,3151223.31343,-16.2463714212,28.4819330262
459.0,30351,CALLE SALAMANCA,1.0,3000.0,P0481,376311.234861,3149752.60331,-16.2634406528,28.468501637
460.0,20631,AVDA JOSE MANUEL GUIMERA,2.0,3000.0,P0482,377576.495729,3148870.48271,-16.2504252407,28.4606603442
461.0,59466,PLAZA CONCHA CASTRO,1.0,3000.0,P0483,374951.592433,3150338.26821,-16.2773897214,28.4736572214
462.0,22034,CALLE LA OROTAVA,1.0,3000.0,P0484,375233.509705,3150228.48463,-16.2744985839,28.4726935031
463.0,22034,CALLE LA OROTAVA,1.0,3000.0,P0485,375240.058177,3150345.48398,-16.2744443779,28.4737499825
464.0,21971,CALLE ICOD,1.0,3200.0,P0486,375417.068161,3150079.44552,-16.272607781,28.4713660656
465.0,20484,CALLE EDUARDO ZAMACOIS,1.0,3000.0,P0488,376634.288405,3148982.22125,-16.2600589397,28.46157994
466.0,45497,CALLE ERESE,1.0,3000.0,P0489,375180.33613,3148093.24909,-16.2748103638,28.4534191022
467.0,42673,RBLA GENERAL GARCIA ESCAMEZ,2.0,3000.0,P0490,375341.34139,3148231.50541,-16.2731812647,28.4546821862
468.0,42456,CALLE GARCIA LORCA,1.0,3000.0,P0491,375569.670742,3148460.27423,-16.2708744236,28.4567685027
469.0,42352,CALLE ELISA GONZALEZ DE CHAVEZ,1.0,3000.0,P0492,375734.594749,3148584.78357,-16.2692037274,28.4579078563
470.0,31346,CALLE CAMINO DEL HIERRO,1.0,3000.0,P0493,374566.785848,3148494.92519,-16.2811191083,28.4569851508
471.0,43877,CALLE DOMINGO MADAN,1.0,3000.0,P0494,374552.923123,3148016.65222,-16.2812086235,28.4526676762
472.0,83082,CTRA SANTA CRUZ LAGUNA,2.0,3000.0,P0495,374404.686495,3149042.44698,-16.2828340419,28.4619106186
473.0,83082,CTRA SANTA CRUZ LAGUNA,1.0,3000.0,P0496,374578.695192,3148894.45651,-16.2810409715,28.4605918371
474.0,54175,CALLE VIRGILIO HERNANDEZ TEJERA,1.0,3000.0,P0497,374547.115646,3148679.43461,-16.2813400512,28.4586483508
475.0,31772,CALLE SANTA MARIA SOLEDAD,1.0,3000.0,P0498,373974.921701,3148700.57039,-16.2871853806,28.4587839252
476.0,10134,CALLE JOSE MARIA PEREDA,1.0,3000.0,P0499,373731.581366,3148148.00315,-16.2896097496,28.4537738019
477.0,43483,"CALLE SANTA MONICA, FINCA LA MULTA",1.0,3000.0,P0500,373783.293639,3148238.56197,-16.2890916237,28.4545960456
478.0,43823,"CALLE JUAN ALBORNOZ ""SOMBRITA""",1.0,3000.0,P0501,373702.822939,3147613.52333,-16.289844862,28.4489476555
479.0,43235,CALLE TOMAS DE ARMAS QUINTERO,1.0,3000.0,P0502,374029.346892,3147643.42797,-16.2865141032,28.449249093
480.0,43227,AVDA PRINCIPES DE ESPAÑA,1.0,3000.0,P0503,374063.156032,3147773.68586,-16.2861831141,28.4504278586
481.0,50637,CALLE EL PESCADOR,1.0,3000.0,P0504,372594.074536,3146077.08266,-16.3009961897,28.4349744418
482.0,59474,CTRA GENERAL DE GENETO,1.0,3000.0,P0506,370927.816695,3147435.43651,-16.3181593607,28.4470689872
483.0,52733,CTRA DEL TABLERO,1.0,3000.0,P0507,369366.659852,3144890.00924,-16.3338111225,28.4239430189
484.0,54612,CALLE COLUMBRETE,1.0,3000.0,P0508,371915.292395,3145037.43461,-16.3078106828,28.4255258567
485.0,41751,CSRIO LAS PIEDRILLAS,1.0,3000.0,P0509,382720.087307,3161040.74985,-16.1991405679,28.5709652478
486.0,10448,CTRA ROQUE NEGRO,1.0,3000.0,P0510,377522.962648,3156951.27645,-16.2518322724,28.5335802731
487.0,10448,CTRA ROQUE NEGRO,1.0,3000.0,P0511,377707.160716,3157535.44252,-16.2500121867,28.5388693783
488.0,58327,CALLE ANTONIO DE LARA Y ZARATE,1.0,3000.0,P0512,377369.894338,3150008.886,-16.252656202,28.470914473
489.0,10474,CALLE FRANCISCO GUERRERO CAZORLA,1.0,3000.0,P0513,377220.987635,3150492.24233,-16.2542284986,28.4752625065
490.0,30552,CALLE EMILIO SERRA FERNANDEZ DE MORATIN,1.0,3000.0,P0514,376600.375185,3150077.99586,-16.2605226224,28.4714655367
491.0,30915,CALLE OBISPO PEREZ CACERES,1.0,3000.0,P0515,376167.51583,3149722.35033,-16.2649051508,28.4682149767
492.0,10479,PLAZA POETA LUIS FERIA,1.0,3000.0,P0516,377046.892035,3148983.34461,-16.2558455531,28.4616290445
493.0,40322,CALLE CERCADO DE SAN ANDRES,1.0,3000.0,P0517,383020.75842,3153950.10573,-16.19534428,28.5070020663
494.0,40175,CALLE MARIA JIMENEZ,1.0,3200.0,P0518,380002.068095,3152359.29814,-16.2260188652,28.4923709292
495.0,30092,AVDA VEINTICINCO DE JULIO,1.0,3200.0,P0519,377047.535342,3149785.21851,-16.2559245506,28.4688656211
496.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,P0520,377940.247867,3150448.80012,-16.246877844,28.4749380194
497.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,P0521,377457.486192,3150188.95511,-16.2517807912,28.4725477458
498.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,P0522,376679.158608,3149503.51516,-16.2596565152,28.4662885981
499.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,P0523,375813.527631,3149236.09418,-16.2684678786,28.463793106
500.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,1.0,3200.0,P0524,376705.314536,3148058.85132,-16.2592348554,28.4532537008
501.0,32276,CALLE JUAN RUMEU GARCIA,1.0,3200.0,P0525,375378.196139,3149353.92079,-16.2729262941,28.4648148937
502.0,21707,AVDA DE VENEZUELA,1.0,3200.0,P0527,375454.550021,3149987.41507,-16.2722150328,28.4705391239
503.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0528,374872.39977,3148135.4362,-16.2779593221,28.4537703173
504.0,50711,CTRA DEL SOBRADILLO,2.0,3200.0,P0529,371864.498302,3146449.63442,-16.3084859834,28.4382650801
505.0,10499,CALLE MAYANTIGO,1.0,3200.0,P0530,372313.677517,3144145.8357,-16.3036452479,28.4175187249
506.0,10581,CALLE ADONAI,1.0,3200.0,P0531,371575.761895,3143880.77808,-16.3111480986,28.4150544187
507.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,P0532,372934.454003,3144964.47299,-16.297398687,28.4249669731
508.0,10348,CALLE EL PICHE,1.0,3200.0,P0533,370401.587592,3145896.36676,-16.3233594558,28.433127804
509.0,83302,BRANC EL MUERTO,1.0,3000.0,P0534,372652.768432,3146691.42713,-16.3004647713,28.4405242496
510.0,44254,CALLE TIO PINO,1.0,3200.0,P0535,375339.943877,3148775.54685,-16.2732543708,28.4595917308
511.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0536,375051.572979,3148005.35757,-16.2761156572,28.4526136028
512.0,42673,RBLA GENERAL GARCIA ESCAMEZ,1.0,3000.0,P0537,375317.796563,3148072.14218,-16.2734044526,28.4532417689
513.0,10555,CALLE ELIAS RAMOS GONZALEZ,1.0,3200.0,P0538,378234.269157,3150857.285,-16.2439181017,28.4786519062
514.0,20712,AVDA SAN SEBASTIAN,1.0,3000.0,P0539,376680.752081,3149222.05735,-16.2596101188,28.4637487346
515.0,30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",1.0,3000.0,P0540,376117.761489,3150203.19399,-16.2654649838,28.4725496072
516.0,32856,CALLE LUIS SEGUNDO ROMAN Y ELGUETA,1.0,3000.0,P0541,374907.964323,3149765.48658,-16.2777730961,28.4684840122
517.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0542,374501.356415,3147896.83191,-16.2817221316,28.4515814062
518.0,10693,CALLE TIMABA,1.0,3200.0,P0543,372379.258569,3144372.2402,-16.3030008406,28.4195682978
519.0,10433,CALLE PUNTA DE TENO,1.0,3200.0,P0544,371813.489986,3145502.97453,-16.3089016073,28.4297170727
520.0,10316,CALLE PUNTA DEL DRAGO,1.0,3200.0,P0545,371681.713649,3145725.63383,-16.3102716284,28.4317134877
521.0,50065,CALLE EL CEDRO,1.0,3200.0,P0546,372058.888109,3147178.96292,-16.3065822345,28.4448658688
522.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,P0547,371124.812498,3146791.10305,-16.3160759724,28.4412737866
523.0,10282,CALLE AUTODATE,1.0,3200.0,P0548,370745.575183,3146307.87863,-16.3198937753,28.4368755173
524.0,10452,CALLE SIEMPREVIVA,1.0,3200.0,P0549,370755.114019,3145921.02157,-16.3197530633,28.4333853402
525.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,P0550,372446.924846,3144643.8811,-16.3023401207,28.4220263028
526.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,P0551,369581.698328,3147004.73841,-16.3318549643,28.4430484106
527.0,54612,CALLE COLUMBRETE,1.0,3000.0,P0552,371893.463884,3145094.41754,-16.3080398381,28.4260379511
528.0,32237,CALLE ELADIO ROCA Y SALAZAR,1.0,3000.0,P0553,375052.28212,3149382.58055,-16.2762577132,28.4650423419
529.0,10331,CALLE SAN ISIDRO,1.0,3200.0,P0554,377769.302964,3150495.30947,-16.2486286948,28.4753417236
530.0,20116,AVDA TRES DE MAYO,1.0,3200.0,P0555,376594.34049,3148588.08775,-16.2604246864,28.4580193036
531.0,20267,CALLE FRAGATA DANMARK,1.0,3200.0,P0556,376376.218585,3148705.07355,-16.2626646152,28.4590543848
532.0,31307,CALLE SANTIAGO SABINA,1.0,3200.0,P0557,375613.12317,3149329.6797,-16.2705245434,28.4646185631
533.0,32713,CTRA DEL ROSARIO,1.0,3200.0,P0558,374875.735275,3148044.34543,-16.2779153769,28.4529485936
534.0,56584,CALLE DOCTOR RAFAEL FOLCH YOU,1.0,3200.0,P0559,383042.185717,3154129.32862,-16.1951435977,28.5086214166
535.0,32841,CALLE JUAN GARCIA ALVAREZ,1.0,3200.0,P0560,374984.239295,3149694.88534,-16.2769864705,28.4678541928
536.0,41453,CSRIO LOS LAURELES,1.0,3000.0,P0561,378022.150293,3156986.78212,-16.2467348642,28.5339476192
537.0,10448,CTRA ROQUE NEGRO,1.0,3000.0,P0562,378016.369644,3157972.55571,-16.2468986886,28.5428431316
538.0,40322,CALLE CERCADO DE SAN ANDRES,1.0,3000.0,P0563,382970.349995,3154013.51191,-16.1958657369,28.5075697538
539.0,42561,CALLE NUÑEZ DE LA PEÑA,2.0,120.0,P0564,375406.989625,3148428.57029,-16.2725322113,28.4564668624
540.0,43966,CALLE DOMINGO SALAZAR COLOGAN,1.0,800.0,P0565,374390.67678,3148653.50533,-16.282934719,28.4583992972
541.0,40821,CTRA LOS CAMPITOS,1.0,800.0,P0566,376597.344862,3151420.29863,-16.2606974206,28.4835788253
542.0,52435,CALLE CASTAÑO,2.0,120.0,P0567,369530.850559,3144608.35756,-16.3321032288,28.4214177236
543.0,31772,CALLE SANTA MARIA SOLEDAD,2.0,120.0,P0568,374091.097927,3148918.66395,-16.2860228594,28.460763311
544.0,31772,CALLE SANTA MARIA SOLEDAD,2.0,120.0,P0569,373926.058271,3148490.70889,-16.287661401,28.4568853278
545.0,31772,CALLE SANTA MARIA SOLEDAD,1.0,800.0,P0570,373925.58362,3148484.06377,-16.2876655211,28.4568253136
546.0,11125,CALLE PI Y MARGALL,1.0,3000.0,P0571,377149.133027,3149807.41653,-16.2548893306,28.4690755251
547.0,44842,CALLE PEDRO SUAREZ HERNANDEZ,1.0,3000.0,P0572,374809.778521,3148853.82497,-16.2786767782,28.4602473636
548.0,42793,CALLE GANDHI,1.0,3000.0,P0573,374988.950491,3148052.3228,-16.2767601914,28.4530314389
549.0,44053,CALLE JUAN BAUTISTA ACEVEDO,1.0,3000.0,P0574,375064.348554,3148296.07545,-16.2760167092,28.4552383955
550.0,44006,CALLE FRANCISCO GARCIA TALAVERA,1.0,3000.0,P0575,374931.162852,3148134.10566,-16.2773591383,28.453763945
551.0,10385,GTA ARQUITECTO MARRERO REGALADO,1.0,3200.0,P0576,377876.280414,3150360.89102,-16.2475218422,28.4741386896
552.0,40175,CALLE MARIA JIMENEZ,1.0,3200.0,P0577,379972.52456,3152969.43401,-16.22638431,28.4978744193
553.0,10114,CALLE LA ROSA,1.0,3200.0,P0578,377858.907171,3150412.17239,-16.2477047179,28.4745998515
554.0,22405,CALLE ADEJE,1.0,3000.0,P0579,374880.119451,3150268.4017,-16.2781120905,28.473019858
555.0,58745,CALLE JUAN DORTA AVILA,1.0,3200.0,P0580,371598.686471,3146979.81578,-16.3112588085,28.4430234989
556.0,58745,CALLE JUAN DORTA AVILA,1.0,3000.0,P0581,371455.282017,3146781.64247,-16.3127008847,28.4412209999
557.0,83132,CALLE MAESTRO ESTANY,1.0,3200.0,P0582,374122.062953,3148153.45233,-16.2856230873,28.4538607151
558.0,10321,CALLE JESUS HERNANDEZ GUZMAN,1.0,3000.0,P0583,374671.52592,3147007.3067,-16.2798878738,28.4435702928
559.0,20027,CALLE ALVARO RODRIGUEZ LOPEZ,1.0,3200.0,P0584,377011.813849,3148618.74317,-16.2561648647,28.4583353868
560.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,P0585,372867.22192,3144813.05659,-16.2980683418,28.4235939865
561.0,32133,CALLE JOSE LUIS DE MIRANDA,1.0,3000.0,P0586,374657.833793,3149721.051,-16.2803227377,28.4680589829
562.0,20074,CALLE FUENTE DE SANTA CRUZ,1.0,3200.0,P0587,377150.541014,3148479.00258,-16.2547333323,28.4570873693
563.0,45605,CALLE AMADIS,1.0,3000.0,P0588,374136.674239,3148854.39824,-16.2855504246,28.4601877504
564.0,45002,CALLE MARIANO ESTANGA ARIAS,1.0,3000.0,P0589,374652.833344,3149145.48938,-16.2803111909,28.4628643923
565.0,10444,CALLE ROSALIA DE CASTRO,1.0,3200.0,P0590,373661.802,3148014.179,-16.2903076105,28.452559363
566.0,82531,CTRA AUTOVIA SAN ANDRES,1.0,3000.0,P0591,379525.036107,3152067.41427,-16.2308612202,28.4896927679
567.0,40933,CTRA TAHODIO,1.0,3000.0,P0592,377886.842322,3151685.13044,-16.2475544208,28.4860902981
568.0,10548,CMNO PISTA EL DRAGUILLO,1.0,3000.0,P0593,383839.141275,3161354.30301,-16.1877324995,28.5738955532
569.0,57587,CTRA ALMACIGA,1.0,3000.0,P0594,382240.145863,3160958.33411,-16.2040384215,28.570178036
570.0,22123,CALLE LOS REALEJOS,1.0,3000.0,P0595,375015.435854,3150079.00266,-16.2767095501,28.4713236227
571.0,32582,CALLE GOYA,1.0,3000.0,P0596,376416.80258,3149472.27881,-16.2623324582,28.4659818653
572.0,43854,CALLE ELIAS BACALLADO,1.0,3000.0,P0597,374252.443226,3148811.00358,-16.2843634858,28.4598073066
573.0,10041,CALLE LA MARINA,2.0,3000.0,P0598,377842.12173,3149716.52388,-16.2478023769,28.4683203807
574.0,10041,CALLE LA MARINA,1.0,3000.0,P0599,377840.316164,3149624.43028,-16.2478110514,28.46748911
575.0,10566,CALLE EL PEREJIL,1.0,3000.0,P0600,370828.40208,3144726.10449,-16.3188711611,28.4226092654
576.0,31041,CALLE ZURBARAN,1.0,3000.0,P0601,376036.60625,3149524.33661,-16.2662207724,28.4664155675
577.0,11025,CALLE UNO MORISCOS,1.0,3200.0,P0602,374055.441197,3145818.14033,-16.286048396,28.4327794278
578.0,44416,CALLE JUAN DE GARAY,1.0,3000.0,P0603,374632.434355,3147944.21564,-16.2803888544,28.4520216201
579.0,59002,CALLE EL SIROCO,1.0,3200.0,P0604,371630.134067,3145512.67973,-16.3107745166,28.4297866438
580.0,43386,CALLE SARGENTO PROVISIONAL,1.0,3200.0,P0605,374076.43639,3148028.34679,-16.2860753225,28.4527273072
581.0,10375,CALLE 605,1.0,3200.0,P0606,375078.325151,3149156.61442,-16.275967258,28.46300562
582.0,10381,CALLE DOCTOR JAIME CHAVEZ,1.0,3000.0,P0607,377909.492254,3150970.33781,-16.2472472574,28.4796417661
583.0,10392,CALLE VICTORIANO DARIAS MONTESINOS,1.0,3000.0,P0608,377862.66091,3151119.8277,-16.2477414404,28.4809864511
584.0,31911,CALLE FRANCISCO PIZARRO,1.0,3000.0,P0609,374930.672307,3149407.29345,-16.2775023055,28.4652537027
585.0,32736,CALLE PIO BAROJA,1.0,3000.0,P0610,375787.038373,3149019.03642,-16.2687149949,28.4618317529
586.0,10189,CALLE LA PICONERA,1.0,3000.0,P0611,373551.579833,3147328.89017,-16.2913579441,28.4463643622
587.0,10559,RBLA AÑAZA,1.0,3200.0,P0612,372540.91465,3144733.66563,-16.301390581,28.4228457292
588.0,83082,CTRA SANTA CRUZ LAGUNA,1.0,3000.0,P0614,374511.2137,3148788.075,-16.2817184965,28.4596253139
589.0,10768,AVDA CERCADO CORAZON,1.0,3200.0,P0615,370838.629344,3145737.94152,-16.3188799637,28.4317414309
590.0,10552,AVDA LAS HESPERIDES,1.0,3200.0,P0616,371053.206977,3146141.71757,-16.3167344782,28.4354064484
591.0,10768,AVDA CERCADO CORAZON,1.0,3200.0,P0617,370672.285468,3145696.16373,-16.320573467,28.4313479494
592.0,10228,CALLE MARIA FLORES,1.0,3200.0,P0618,370944.865,3146164.385,-16.3178431025,28.4356003011
593.0,10552,AVDA LAS HESPERIDES,1.0,3200.0,P0619,371025.769511,3146114.20624,-16.3170115192,28.4351554668
594.0,56112,CALLE ABICORE,1.0,3000.0,P0620,372623.531627,3146942.62625,-16.3007910092,28.4427883128
595.0,10613,AVDA BRAVO MURILLO,1.0,3200.0,P0621,377594.025199,3149032.01645,-16.250263388,28.4621197559
596.0,56472,CALLE SUBIDA AL MAYORAZGO,1.0,3000.0,P0622,374467.028292,3147245.55289,-16.2820017587,28.4457006774
597.0,10519,CALLE ABORA,1.0,3200.0,P0623,372184.795736,3143885.3123,-16.3049319914,28.4151550559
598.0,10552,AVDA LAS HESPERIDES,1.0,3200.0,P0624,371894.571368,3146980.4228,-16.3082378898,28.4430580537
599.0,40781,CALLE LA ASOMADITA,1.0,3200.0,P0625,370926.872621,3146848.4411,-16.318103315,28.4417716638
600.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,P0626,376832.852935,3149486.99173,-16.2580851543,28.4661540104
601.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,P0627,377652.581617,3150421.6531,-16.2498129858,28.474666059
602.0,32721,CALLE ALCALDE MANDILLO TEJERA,1.0,3200.0,P0628,375558.920005,3148890.66286,-16.2710306712,28.4606515028
603.0,10295,CALLE AREJO,1.0,3000.0,P0629,370980.319883,3146291.11221,-16.3174953034,28.4367474332
604.0,51014,CALLE HALCON,1.0,3000.0,P0630,371495.199357,3146923.04844,-16.3123090876,28.4425010257
605.0,50556,CALLE ENCINA,1.0,3000.0,P0631,371953.157772,3146804.57142,-16.3076202025,28.441476858
606.0,20395,CALLE LEGAZPI,1.0,800.0,P0632,376510.567896,3148716.89082,-16.2612939417,28.4591737574
607.0,57564,CALLE PROLONGACION RAMON Y CAJAL,1.0,3000.0,P0633,377305.357579,3149396.28307,-16.2532500675,28.4653799584
608.0,30946,CALLE DIEGO CROSA,1.0,3000.0,P0635,376041.935277,3149700.91776,-16.2661853488,28.4680096251
609.0,30416,CALLE DEL PERDON,1.0,3000.0,P0636,376353.59728,3150006.03567,-16.2630352229,28.4707927495
610.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,P0637,376486.120075,3149205.13244,-16.2615959238,28.4635775747
611.0,31106,AVDA DE MADRID,1.0,3200.0,P0638,376230.135186,3149250.64086,-16.2642149718,28.4639639923
612.0,10530,CALLE MOREIBA,1.0,3200.0,P0639,372109.246075,3144046.753,-16.3057210268,28.416604568
613.0,46407,CALLE RIO ORINOCO,1.0,3200.0,P0640,381046.891865,3152695.76362,-16.2153806685,28.4955032438
614.0,46407,CALLE RIO ORINOCO,1.0,3200.0,P0641,380911.954094,3152664.54273,-16.2167558824,28.4952091548
615.0,10714,PLAZA CONCEJAL ANTONIO COVA DOMINGUEZ,1.0,3200.0,P0642,383154.918007,3153922.521,-16.1939708209,28.5067651738
616.0,10714,PLAZA CONCEJAL ANTONIO COVA DOMINGUEZ,1.0,3200.0,P0643,383113.642924,3153907.04284,-16.1943909378,28.5066217828
617.0,10388,AVDA NUESTRA SEÑORA DEL CARMEN,1.0,3200.0,P0644,378743.42474,3152101.04524,-16.2388487553,28.4899237453
618.0,30641,CALLE DOCTOR GONZALEZ COVIELLA,1.0,3000.0,P0645,376764.428445,3150674.05417,-16.2589109367,28.4768601749
619.0,57355,PLAZA SANTA CRUZ DE LA SIERRA,1.0,3000.0,P0646,377446.170431,3149254.82899,-16.2517969879,28.4641166459
620.0,10580,AVDA NUEVO ENLACE MORADITAS,1.0,3000.0,P0647,373667.003915,3146918.18147,-16.2901344346,28.4426691369
621.0,82086,CALLE LEOPOLDO DE LA ROSA OLIVERA,2.0,3000.0,P0648,375430.743261,3149647.32716,-16.2724213919,28.4674677452
622.0,44022,CALLE ANTONIO LOPEZ LOPEZ,1.0,3000.0,P0649,374977.60501,3148193.1033,-16.2768913075,28.4543008179
623.0,20116,AVDA TRES DE MAYO,1.0,3200.0,P0651,377149.989366,3148758.83068,-16.2547687902,28.4596126313
624.0,10768,AVDA CERCADO CORAZON,1.0,3200.0,P0650,370367.140897,3145679.3362,-16.3236867462,28.4311658336
625.0,57274,CTRA GENERAL DEL SUR,1.0,3200.0,P0653,372540.023542,3146907.05135,-16.3016396973,28.4424591187
626.0,10041,CALLE LA MARINA,1.0,3200.0,P0654,377872.400948,3150226.96368,-16.2475472627,28.4729296956
627.0,56603,CALLE CHIRAMA,1.0,3000.0,P0658,371987.93342,3145110.87257,-16.3070772815,28.4261957105
628.0,10020,CALLE PUNTA DE LA VISTA,1.0,3200.0,P0657,372190.076446,3145440.5808,-16.3050502261,28.4291909214
629.0,31137,CALLE AZORIN,1.0,3200.0,P0656,375956.010037,3148567.05199,-16.2669408144,28.4577689144
630.0,32601,CALLE LUIS DE LA CRUZ,1.0,3200.0,P0655,376286.315964,3149455.84662,-16.2636632748,28.4658211988
631.0,57274,CTRA GENERAL DEL SUR,1.0,3200.0,P0659,372570.346331,3146991.6682,-16.3013394495,28.4432256939
632.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,1.0,3000.0,P0663,376583.470159,3148019.29888,-16.260474797,28.4528852382
633.0,11052,PLAZA WEYLER,1.0,3000.0,P0662,377111.957563,3149661.67567,-16.2552534473,28.4677567824
634.0,10965,CALLE VALENTIN SANZ,1.0,3000.0,P0661,377516.511574,3149595.31917,-16.2511148411,28.4671960163
635.0,10756,CALLE GENERAL GUTIERREZ,1.0,3000.0,P0660,377833.001456,3149491.78832,-16.2478716887,28.4662913931
636.0,10756,CALLE GENERAL GUTIERREZ,1.0,3000.0,P0664,377800.566158,3149423.3138,-16.2481956714,28.4656704031
637.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,P0667,376394.756089,3148829.9551,-16.262488708,28.4601831342
638.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,P0666,376467.624617,3149108.58638,-16.2617744528,28.4627045438
639.0,32721,CALLE ALCALDE MANDILLO TEJERA,1.0,3200.0,P0665,375480.312063,3148933.15261,-16.2718379945,28.4610274466
640.0,57726,CALLE LOS HUARACHEROS,1.0,3200.0,P0668,375436.126558,3148996.91732,-16.2722961038,28.4615986686
641.0,11097,CL PEDRO MODESTO CAMPOS,1.0,3200.0,P0669,376964.902264,3148437.93972,-16.2566246126,28.456699299
642.0,10613,AVDA BRAVO MURILLO,1.0,3200.0,P0670,377856.564788,3149427.04914,-16.2476241855,28.4657093598
643.0,11002,CALLE 129,1.0,3000.0,P0671,369903.053623,3147736.74248,-16.3286565209,28.4496862873
